Object,District,Date,Day,Hour,Latitude,Longitude
Larceny,D4,2016-02-23 13:09:00,Tuesday,13,42.34862382,-71.08277637
Larceny,D4,2016-02-23 13:50:00,Tuesday,13,42.34285014,-71.06516235
Landlord/Tenant Disputes,E13,2016-02-23 13:33:00,Tuesday,13,42.31969458,-71.10003721
Drug Violation,C11,2016-02-23 13:17:00,Tuesday,13,42.31619008,-71.05587937
Other,E18,2016-02-23 12:47:31,Tuesday,12,42.26950369,-71.10228582
Vandalism,B3,2016-02-22 12:00:00,Monday,12,42.29406247,-71.09004553
Towed,A15,2016-02-23 12:46:00,Tuesday,12,42.37720223,-71.06149984
Verbal Disputes,E5,2016-02-23 10:40:00,Tuesday,10,42.28472959,-71.16373792
Motor Vehicle Accident Response,C11,2016-02-23 13:13:00,Tuesday,13,42.31578,-71.066399
Auto Theft,D14,2016-02-20 06:00:00,Saturday,6,42.35674413,-71.14367007
Vandalism,A7,2016-02-19 10:00:00,Friday,10,42.3705382,-71.03554718
Vandalism,A1,2016-02-22 13:14:00,Monday,13,42.35103105,-71.06373331
Motor Vehicle Accident Response,E5,2016-02-23 09:15:00,Tuesday,9,42.2764171,-71.16248814
Fraud,C11,2016-02-22 11:00:00,Monday,11,42.30263978,-71.06038376
Harassment,E18,2016-02-23 13:15:00,Tuesday,13,42.24681052,-71.13749109
Investigate Person,B2,2016-02-23 11:53:00,Tuesday,11,42.31949779,-71.09707352
Harassment,B2,2016-02-23 12:04:00,Tuesday,12,42.32599863,-71.0931842
Other,E5,2016-02-23 11:45:00,Tuesday,11,42.25520097,-71.14449084
Fraud,B2,2016-02-23 12:50:00,Tuesday,12,42.32105956,-71.07313291
Residential Burglary,E18,2016-02-23 12:00:00,Tuesday,12,42.24806163,-71.13269023
Commercial Burglary,D14,2016-02-23 11:11:00,Tuesday,11,42.35339757,-71.1362192
Other,B2,2016-02-23 12:44:00,Tuesday,12,42.31521134,-71.08783592
Other,C11,2016-02-23 12:06:00,Tuesday,12,42.29168072,-71.05847274
Motor Vehicle Accident Response,A15,2016-02-23 11:59:00,Tuesday,11,42.38200717,-71.07217141
Property Lost,B2,2016-02-23 12:38:00,Tuesday,12,42.33094752,-71.08285104
Motor Vehicle Accident Response,C11,2016-02-23 11:57:00,Tuesday,11,42.29861807,-71.06064186
Police Service Incidents,A1,2016-02-23 12:06:00,Tuesday,12,42.35637531,-71.06213513
Verbal Disputes,E5,2016-02-23 12:06:00,Tuesday,12,42.25296948,-71.12552641
Fraud,A1,2016-02-01 11:00:00,Monday,11,42.3583249,-71.05784884
Residential Burglary,D14,2016-02-17 09:00:00,Wednesday,9,42.34475099,-71.14600972
Police Service Incidents,C11,2016-02-23 11:54:00,Tuesday,11,42.29360585,-71.0718865
Aggravated Assault,A1,2016-02-23 11:55:00,Tuesday,11,42.34990221,-71.06981556
Disorderly Conduct,D4,2016-02-23 11:24:00,Tuesday,11,42.3503787,-71.07626098
Other,D4,2016-02-23 11:24:00,Tuesday,11,42.3503787,-71.07626098
Property Related Damage,D14,2016-02-23 08:30:00,Tuesday,8,42.35248361,-71.12729519
Drug Violation,C11,2016-02-23 11:52:00,Tuesday,11,42.310434,-71.0613401
Harassment,B2,2016-02-23 11:52:00,Tuesday,11,42.31089986,-71.08007661
Firearm Discovery,B3,2016-02-23 11:02:00,Tuesday,11,42.28160055,-71.0821994
Landlord/Tenant Disputes,E13,2016-02-22 11:00:00,Monday,11,42.32074103,-71.12171645
Fraud,A1,2016-02-10 11:15:00,Wednesday,11,42.35633324,-71.05440282
Larceny,C11,2016-02-20 00:00:00,Saturday,0,42.29835524,-71.06155472
Property Lost,A1,2016-02-23 09:15:00,Tuesday,9,42.35637531,-71.06213513
Motor Vehicle Accident Response,E13,2016-02-23 09:55:00,Tuesday,9,42.30857205,-71.10139889
Other,B2,2016-02-23 10:40:00,Tuesday,10,42.30984689,-71.0756633
Drug Violation,E5,2016-02-23 08:50:00,Tuesday,8,42.28342716,-71.12422635
Motor Vehicle Accident Response,B2,2016-02-23 10:38:00,Tuesday,10,42.32066147,-71.07067867
Vandalism,B2,2016-02-22 21:00:00,Monday,21,42.3156892,-71.08951391
Larceny From Motor Vehicle,E18,2016-02-19 15:00:00,Friday,15,42.27384053,-71.12306919
Residential Burglary,E13,2016-02-14 18:00:00,Sunday,18,42.32662599,-71.11278713
Larceny,C6,2016-02-20 19:00:00,Saturday,19,42.33553188,-71.04769502
Vandalism,C6,2016-02-23 09:00:00,Tuesday,9,42.33325233,-71.05028425
Drug Violation,E18,2016-02-23 10:12:00,Tuesday,10,42.25621592,-71.12401947
Service,E18,2016-02-23 09:00:00,Tuesday,9,42.26748055,-71.11536973
Aggravated Assault,E18,2016-02-23 10:11:00,Tuesday,10,42.26290908,-71.10865019
Vandalism,E18,2016-02-22 15:00:00,Monday,15,42.25119293,-71.12507461
Violations,C6,2016-02-23 09:28:00,Tuesday,9,42.32861138,-71.05257198
Fraud,A1,2016-02-23 09:48:00,Tuesday,9,42.35633324,-71.05440282
Larceny,E13,2016-02-23 08:13:00,Tuesday,8,42.31929343,-71.11178236
Investigate Person,E18,2016-02-23 08:06:00,Tuesday,8,42.24838288,-71.11588828
Towed,A1,2016-02-23 07:28:00,Tuesday,7,42.35832312,-71.06568479
Motor Vehicle Accident Response,B2,2016-02-23 08:03:00,Tuesday,8,42.32908071,-71.07501301
Other,A7,2016-02-23 09:18:00,Tuesday,9,42.37748174,-71.03128681
Fire Related Reports,B3,2016-02-23 08:32:00,Tuesday,8,42.280587,-71.07432184
Simple Assault,E13,2016-02-23 08:00:00,Tuesday,8,42.3212743,-71.11030469
Larceny,E13,2016-02-23 08:00:00,Tuesday,8,42.3212743,-71.11030469
Disorderly Conduct,A1,2016-02-23 08:52:00,Tuesday,8,42.3523414,-71.06296987
Larceny,D4,2016-02-20 09:00:00,Saturday,9,42.34539406,-71.07380247
Police Service Incidents,B3,2016-02-23 08:32:00,Tuesday,8,42.36080869,-71.13197749
Medical Assistance,D14,2016-02-23 08:03:00,Tuesday,8,42.35555336,-71.15274721
Police Service Incidents,A1,2016-02-23 08:27:00,Tuesday,8,42.35285118,-71.06096412
Medical Assistance,C6,2016-02-23 08:04:00,Tuesday,8,42.33307103,-71.03820614
Landlord/Tenant Disputes,B3,2016-02-23 07:41:00,Tuesday,7,42.27436376,-71.09136935
Investigate Property,E18,2016-02-23 08:07:17,Tuesday,8,42.25291669,-71.11731647
Towed,A7,2016-02-23 06:37:00,Tuesday,6,42.37826778,-71.03601677
Motor Vehicle Accident Response,A7,2016-02-23 06:37:00,Tuesday,6,42.37826778,-71.03601677
Property Found,B2,2016-02-23 08:26:00,Tuesday,8,42.33367922,-71.09187755
Towed,A7,2016-02-23 07:41:38,Tuesday,7,42.36830894,-71.03843756
Vandalism,B2,2016-02-23 08:19:00,Tuesday,8,42.33001318,-71.09117863
Towed,A7,2016-02-23 07:55:00,Tuesday,7,42.37382755,-71.04052459
Aggravated Assault,C11,2016-02-23 07:22:00,Tuesday,7,42.29581546,-71.06884734
Towed,C11,2016-02-23 06:08:00,Tuesday,6,42.28787216,-71.05506324
Vandalism,B3,2016-02-23 06:02:00,Tuesday,6,42.2824562,-71.0858369
Motor Vehicle Accident Response,D14,2016-02-23 05:41:00,Tuesday,5,42.35742163,-71.14831677
Investigate Property,C6,2016-02-23 06:00:00,Tuesday,6,42.33464183,-71.04250708
Auto Theft,C11,2016-02-23 00:00:00,Tuesday,0,42.29025219,-71.06304942
Towed,C11,2016-02-23 00:00:00,Tuesday,0,42.29025219,-71.06304942
Offenses Against Child / Family,B2,2016-02-22 21:57:00,Monday,21,42.31295163,-71.07989658
Towed,B3,2016-02-23 03:39:00,Tuesday,3,42.27905838,-71.07114319
Verbal Disputes,D4,2016-02-23 02:06:00,Tuesday,2,42.33640891,-71.08565039
Medical Assistance,C11,2016-02-23 03:14:00,Tuesday,3,42.29328572,-71.07185722
Vandalism,C11,2016-02-23 02:32:00,Tuesday,2,42.30671755,-71.05862903
Robbery,E13,2016-02-23 02:28:00,Tuesday,2,42.31922482,-71.11051574
Simple Assault,B2,2016-02-23 00:44:00,Tuesday,0,42.32094568,-71.06543924
Medical Assistance,D4,2016-02-23 02:00:00,Tuesday,2,42.33311189,-71.0727637
Drug Violation,B3,2016-02-23 01:18:00,Tuesday,1,42.29510066,-71.08051671
Drug Violation,B3,2016-02-23 01:18:00,Tuesday,1,42.29510066,-71.08051671
Other,B3,2016-02-23 01:18:00,Tuesday,1,42.29510066,-71.08051671
Warrant Arrests,B3,2016-02-23 01:18:00,Tuesday,1,42.29510066,-71.08051671
Residential Burglary,C6,2016-02-23 01:51:00,Tuesday,1,42.33836691,-71.05015046
Investigate Person,E13,2016-02-23 00:55:00,Tuesday,0,42.33136931,-71.11185116
Investigate Person,E5,2016-02-22 23:35:00,Monday,23,42.28709355,-71.14822128
Property Lost,A1,2016-02-22 13:00:00,Monday,13,42.35103105,-71.06373331
Motor Vehicle Accident Response,D14,2016-02-22 23:40:00,Monday,23,42.35019678,-71.13347927
Larceny From Motor Vehicle,D4,2016-02-22 23:45:00,Monday,23,42.35002485,-71.09646321
Residential Burglary,D14,2016-02-22 23:47:00,Monday,23,42.35094353,-71.16377184
Other,E18,2016-02-22 23:40:00,Monday,23,42.26361661,-71.10332183
Aggravated Assault,B3,2016-02-22 22:59:00,Monday,22,42.29478707,-71.08206875
Residential Burglary,C11,2016-02-22 20:36:00,Monday,20,42.29588248,-71.0549331
Medical Assistance,C11,2016-02-22 22:12:00,Monday,22,42.30915823,-71.06402751
Missing Person Located,B2,2016-02-21 12:25:00,Sunday,12,42.32696802,-71.08051941
Residential Burglary,C11,2016-02-22 19:34:00,Monday,19,42.2952182,-71.06068709
Missing Person Located,B2,2016-02-22 22:19:00,Monday,22,42.32935767,-71.07974589
Missing Person Reported,B2,2016-02-22 22:19:00,Monday,22,42.32935767,-71.07974589
Vandalism,A7,2016-02-22 22:00:00,Monday,22,42.37756074,-71.03688126
Missing Person Reported,D4,2016-02-22 22:31:00,Monday,22,42.35275712,-71.08240215
Vandalism,E18,2016-02-22 22:03:00,Monday,22,42.25296948,-71.12552641
Motor Vehicle Accident Response,C11,2016-02-22 20:23:00,Monday,20,42.28462275,-71.05116556
Warrant Arrests,A1,2016-02-22 21:10:00,Monday,21,42.35594239,-71.06258333
Motor Vehicle Accident Response,D4,2016-02-22 21:30:00,Monday,21,42.33561876,-71.07717169
Auto Theft,B2,2016-02-10 17:00:00,Wednesday,17,42.33011503,-71.07868376
Verbal Disputes,B2,2016-02-22 20:52:00,Monday,20,42.31521397,-71.08292637
Motor Vehicle Accident Response,B3,2016-02-22 20:15:00,Monday,20,42.30131086,-71.08443841
Robbery,B2,2016-02-22 20:39:00,Monday,20,42.31141864,-71.0796476
Investigate Person,B3,2016-02-22 19:59:00,Monday,19,42.29346977,-71.07512548
Vandalism,B3,2016-02-22 20:22:00,Monday,20,42.26922278,-71.09384023
Drug Violation,B2,2016-02-22 20:57:00,Monday,20,42.32866284,-71.08563401
Drug Violation,C6,2016-02-22 20:10:00,Monday,20,42.33714141,-71.05656696
Drug Violation,C6,2016-02-22 20:10:00,Monday,20,42.33714141,-71.05656696
Drug Violation,B2,2016-02-22 20:56:00,Monday,20,42.32866284,-71.08563401
Drug Violation,B2,2016-02-22 18:00:00,Monday,18,42.31894276,-71.07775788
Drug Violation,B2,2016-02-22 19:30:00,Monday,19,42.32866284,-71.08563401
Drug Violation,B3,2016-02-22 20:19:00,Monday,20,42.287631,-71.093981
Warrant Arrests,A7,2016-02-22 18:57:00,Monday,18,42.3714106,-71.04245069
Simple Assault,A7,2016-02-22 18:57:00,Monday,18,42.3714106,-71.04245069
Medical Assistance,C11,2016-02-22 19:27:00,Monday,19,42.29015584,-71.05897292
Investigate Person,E5,2016-02-22 19:22:00,Monday,19,42.30020617,-71.14176722
Warrant Arrests,B2,2016-02-22 19:30:00,Monday,19,42.32291406,-71.10328402
Drug Violation,B2,2016-02-22 19:30:00,Monday,19,42.32291406,-71.10328402
Auto Theft,E5,2016-02-22 18:00:00,Monday,18,42.25794926,-71.1612288
Investigate Property,B3,2016-02-22 19:46:00,Monday,19,42.27276385,-71.07630638
Residential Burglary,E13,2016-02-22 05:00:00,Monday,5,42.31916141,-71.105923
Other,B3,2016-02-22 20:02:00,Monday,20,42.30302875,-71.0807146
Drug Violation,B2,2016-02-22 19:27:00,Monday,19,42.32291406,-71.10328402
Drug Violation,A1,2016-02-22 19:55:00,Monday,19,42.3519929,-71.06079649
Drug Violation,A1,2016-02-22 19:55:00,Monday,19,42.3519929,-71.06079649
Medical Assistance,D14,2016-02-22 19:24:00,Monday,19,42.34900739,-71.13860108
Simple Assault,C11,2016-02-22 19:04:00,Monday,19,42.30910324,-71.06259482
Property Lost,E13,2016-02-22 18:30:00,Monday,18,42.32277007,-71.10445458
Drug Violation,B3,2016-02-22 18:50:00,Monday,18,42.281641,-71.086942
Motor Vehicle Accident Response,B2,2016-02-22 16:48:00,Monday,16,42.31045049,-71.07899231
Property Lost,E13,2016-02-21 13:30:00,Sunday,13,42.3219973,-71.10956533
Property Lost,E13,2016-02-22 08:30:00,Monday,8,42.29488322,-71.11501506
Violations,A1,2016-02-22 18:56:00,Monday,18,42.35254597,-71.05981712
Investigate Person,E5,2016-02-22 18:12:00,Monday,18,42.28350362,-71.12294918
Fraud,C11,2016-02-22 14:20:00,Monday,14,42.310434,-71.0613401
Other,B3,2016-02-21 14:00:00,Sunday,14,42.30262129,-71.07918399
Larceny,D4,2016-02-22 19:14:00,Monday,19,42.34285014,-71.06516235
Drug Violation,E18,2016-02-22 16:30:00,Monday,16,42.25194322,-71.11925138
Warrant Arrests,E18,2016-02-22 16:30:00,Monday,16,42.25194322,-71.11925138
Other,A7,2016-02-01 19:00:00,Monday,19,42.37083684,-71.03397707
Violations,B3,2016-02-22 18:22:18,Monday,18,42.27169276,-71.09374754
Larceny From Motor Vehicle,E13,2016-02-21 18:30:00,Sunday,18,42.32865366,-71.10968278
Medical Assistance,E5,2016-02-22 17:58:00,Monday,17,42.2762707,-71.13524551
Larceny,B2,2016-02-22 15:30:00,Monday,15,42.33153805,-71.08015661
Other,E13,2016-02-22 16:45:00,Monday,16,42.31591905,-71.09691295
Simple Assault,C11,2016-02-22 16:58:00,Monday,16,42.31526714,-71.0630687
Investigate Property,C11,2016-02-22 18:27:00,Monday,18,42.28993159,-71.0655056
Verbal Disputes,C11,2016-02-22 16:13:00,Monday,16,42.29168072,-71.05847274
Police Service Incidents,A7,2016-02-22 18:20:00,Monday,18,42.37081805,-71.03929078
Other,B2,2016-02-22 17:40:00,Monday,17,42.33445761,-71.088061
Verbal Disputes,C11,2016-02-22 16:53:00,Monday,16,42.28993159,-71.0655056
Medical Assistance,C11,2016-02-22 16:53:00,Monday,16,42.28993159,-71.0655056
Aggravated Assault,E5,2016-02-22 17:39:00,Monday,17,42.26897529,-71.17183138
Fraud,B3,2016-02-22 18:05:00,Monday,18,42.2831323,-71.0872187
Aggravated Assault,E13,2016-02-22 17:52:00,Monday,17,42.31805406,-71.10232204
Police Service Incidents,E13,2016-02-22 17:52:00,Monday,17,42.31805406,-71.10232204
Investigate Person,C11,2016-02-18 17:30:00,Thursday,17,42.3036967,-71.07104897
Fraud,E18,2016-02-22 18:01:00,Monday,18,42.25244592,-71.11376074
Motor Vehicle Accident Response,D4,2016-02-22 16:13:00,Monday,16,42.34091586,-71.08771531
Warrant Arrests,B2,2016-02-22 01:16:00,Monday,1,42.33367922,-71.09187755
Other,E5,2016-02-20 01:00:00,Saturday,1,42.27169454,-71.14650799
Other,C6,2016-02-18 21:15:00,Thursday,21,42.31928523,-71.05027167
Other,B3,2016-02-22 14:41:00,Monday,14,42.30020194,-71.07835353
Larceny From Motor Vehicle,E13,2016-02-19 18:00:00,Friday,18,42.31353618,-71.10939676
Property Lost,B2,2016-02-22 17:23:00,Monday,17,42.30878855,-71.09055618
Aggravated Assault,A1,2016-02-22 16:20:00,Monday,16,42.35512339,-71.0608798
Larceny,A1,2016-02-22 16:20:00,Monday,16,42.35512339,-71.0608798
Disorderly Conduct,B3,2016-02-22 16:29:00,Monday,16,42.26820198,-71.09367344
Larceny,D14,2016-02-21 16:00:00,Sunday,16,42.3531512,-71.13385986
License Plate Related Incidents,B2,2016-02-21 20:00:00,Sunday,20,42.33040083,-71.08851088
Medical Assistance,D4,2016-02-22 16:45:00,Monday,16,42.33285585,-71.07262418
Verbal Disputes,E18,2016-02-22 16:04:00,Monday,16,42.26506676,-71.09768522
Drug Violation,C6,2016-02-22 16:49:00,Monday,16,42.34128751,-71.05467933
Fraud,D4,2016-02-22 16:48:00,Monday,16,42.34485353,-71.07803266
Ballistics,B2,2016-02-22 16:06:00,Monday,16,42.31521134,-71.08783592
Medical Assistance,C11,2016-02-22 15:39:00,Monday,15,42.29848866,-71.06313294
Larceny,B2,2016-02-12 20:00:00,Friday,20,42.31250552,-71.08314735
Investigate Property,A1,2016-02-22 16:19:00,Monday,16,42.36646326,-71.06067801
Investigate Person,B2,2016-02-20 15:40:00,Saturday,15,42.32621728,-71.07694147
Fraud,C11,2016-02-22 13:25:00,Monday,13,42.31322413,-71.05715277
Larceny,D14,2016-02-22 15:12:00,Monday,15,42.35367861,-71.13819856
Evading Fare,C6,2016-02-22 15:37:00,Monday,15,42.33129745,-71.04864886
Drug Violation,C11,2016-02-22 15:57:00,Monday,15,42.310434,-71.0613401
Simple Assault,D4,2016-02-22 14:25:00,Monday,14,42.34617476,-71.0792592
Warrant Arrests,B3,2016-02-22 15:24:00,Monday,15,42.281641,-71.086942
Violations,B3,2016-02-22 15:24:00,Monday,15,42.281641,-71.086942
License Plate Related Incidents,C11,2016-02-18 15:30:00,Thursday,15,42.27075867,-71.06407675
Investigate Person,D4,2016-02-22 15:21:00,Monday,15,42.34862382,-71.08277637
Larceny,D4,2016-02-22 19:00:00,Monday,19,42.34932471,-71.08014801
Warrant Arrests,D4,2016-02-22 19:00:00,Monday,19,42.34932471,-71.08014801
Missing Person Located,C6,2016-02-22 14:51:00,Monday,14,42.33240833,-71.02837092
Missing Person Reported,C6,2016-02-22 14:51:00,Monday,14,42.33240833,-71.02837092
Confidence Games,B3,2016-02-03 12:00:00,Wednesday,12,42.27693086,-71.08631706
Vandalism,E18,2016-02-22 14:44:00,Monday,14,42.26512321,-71.12271428
Medical Assistance,A15,2016-02-22 14:19:00,Monday,14,42.38048207,-71.06087725
Confidence Games,E5,2016-02-21 11:00:00,Sunday,11,42.29465032,-71.14220871
Violations,E5,2016-02-22 14:41:00,Monday,14,42.28606015,-71.14406047
Property Found,C6,2016-02-21 13:00:00,Sunday,13,42.33747549,-71.05238494
Motor Vehicle Accident Response,E18,2016-02-22 14:41:00,Monday,14,42.25637791,-71.12611439
Other,E13,2016-02-21 14:30:00,Sunday,14,42.32469443,-71.10087902
Motor Vehicle Accident Response,E5,2016-02-22 14:30:00,Monday,14,42.28861715,-71.12579957
Firearm Violations,B2,2016-02-22 13:49:00,Monday,13,42.33139659,-71.08232496
Investigate Person,E13,2016-02-18 09:40:00,Thursday,9,42.3214866,-71.10473096
Property Lost,B2,2016-02-21 21:33:00,Sunday,21,42.3252158,-71.07492178
Investigate Person,A1,2016-02-22 13:15:00,Monday,13,42.36386192,-71.05495132
Drug Violation,D4,2016-02-22 00:00:00,Monday,0,42.33331285,-71.07322932
Restraining Order Violations,E18,2016-02-21 14:17:00,Sunday,14,42.26121311,-71.12241706
Warrant Arrests,A1,2016-02-14 21:00:00,Sunday,21,42.36303798,-71.05524751
Simple Assault,A1,2016-02-14 21:00:00,Sunday,21,42.36303798,-71.05524751
Motor Vehicle Accident Response,B2,2016-02-22 13:52:00,Monday,13,42.31742573,-71.07797533
Medical Assistance,A1,2016-02-22 13:41:00,Monday,13,42.35540738,-71.06312433
Larceny,D14,2016-02-21 12:00:00,Sunday,12,42.35431862,-71.12901674
Property Found,B2,2016-02-22 13:54:00,Monday,13,42.33367922,-71.09187755
Verbal Disputes,C11,2016-02-22 12:53:00,Monday,12,42.29417346,-71.07193797
Missing Person Reported,B2,2016-02-22 13:48:00,Monday,13,42.31985444,-71.07972518
Missing Person Located,B2,2016-02-22 13:48:00,Monday,13,42.31985444,-71.07972518
Investigate Property,E5,2016-02-22 10:53:00,Monday,10,42.26623736,-71.16843346
Investigate Property,A1,2016-02-22 13:18:00,Monday,13,42.35791113,-71.05530267
Investigate Property,E13,2016-02-21 17:00:00,Sunday,17,42.31238287,-71.10503015
Investigate Person,B2,2016-02-22 13:33:00,Monday,13,42.31493172,-71.08259078
Other,C11,2016-02-22 11:36:00,Monday,11,42.30426572,-71.05917938
Bomb Hoax,C6,2016-02-22 11:45:00,Monday,11,42.31682137,-71.04842736
Bomb Hoax,C6,2016-02-22 12:45:00,Monday,12,42.33285027,-71.04417249
Property Found,E13,2016-02-12 13:45:00,Friday,13,42.30776232,-71.10988047
Investigate Property,C6,2016-02-22 13:21:00,Monday,13,42.3330049,-71.05403387
Other,C11,2016-02-22 13:09:00,Monday,13,42.29666202,-71.06121836
Investigate Person,E13,2016-02-22 12:17:00,Monday,12,42.31591905,-71.09691295
Fraud,B3,2016-02-22 12:59:00,Monday,12,42.28098427,-71.08528267
Bomb Hoax,D4,2016-02-22 11:49:00,Monday,11,42.34255587,-71.09807867
Disorderly Conduct,E13,2016-02-22 11:48:00,Monday,11,42.3211829,-71.1068278
Warrant Arrests,E13,2016-02-22 11:48:00,Monday,11,42.3211829,-71.1068278
Recovered Stolen Property,E13,2016-02-22 11:48:00,Monday,11,42.3211829,-71.1068278
Investigate Person,C11,2016-02-22 11:44:00,Monday,11,42.30748785,-71.06566102
Other,B2,2016-02-22 12:44:00,Monday,12,42.3346705,-71.088934
Residential Burglary,A7,2016-02-22 11:31:00,Monday,11,42.37051363,-71.03336022
Residential Burglary,A7,2016-02-22 11:31:00,Monday,11,42.37051363,-71.03336022
Bomb Hoax,C6,2016-02-22 12:28:00,Monday,12,42.33374643,-71.07020353
Verbal Disputes,D14,2016-02-22 11:41:00,Monday,11,42.35690408,-71.15731156
Property Lost,B2,2016-02-22 12:26:00,Monday,12,42.31781953,-71.06603518
Larceny,A1,2016-02-21 00:01:00,Sunday,0,42.35942556,-71.05288819
Bomb Hoax,A7,2016-02-22 11:46:00,Monday,11,42.38053192,-71.03510439
Motor Vehicle Accident Response,C11,2016-02-20 10:30:00,Saturday,10,42.31039358,-71.06399382
Medical Assistance,A1,2016-02-22 11:39:00,Monday,11,42.3593314,-71.06549247
Confidence Games,C11,2016-02-19 12:54:00,Friday,12,42.28265288,-71.05629583
Larceny,C6,2016-02-22 03:00:00,Monday,3,42.33081031,-71.07024806
Investigate Person,C6,2016-02-22 03:00:00,Monday,3,42.33081031,-71.07024806
Larceny,C11,2016-02-22 12:10:00,Monday,12,42.29409262,-71.04728059
Larceny,D14,2016-02-04 06:30:00,Thursday,6,42.34906578,-71.13414695
Motor Vehicle Accident Response,D4,2016-02-22 11:27:00,Monday,11,42.33698031,-71.07631576
Fraud,B2,2016-02-22 11:55:00,Monday,11,42.30803768,-71.08359213
Warrant Arrests,D4,2016-02-22 11:06:00,Monday,11,42.33712685,-71.08432238
Violations,D4,2016-02-22 11:06:00,Monday,11,42.33712685,-71.08432238
Towed,D4,2016-02-22 09:59:00,Monday,9,42.34174227,-71.07011004
Property Found,B2,2016-02-22 11:51:00,Monday,11,42.33367922,-71.09187755
Larceny,A1,2016-02-22 02:30:00,Monday,2,42.35061995,-71.07009458
Verbal Disputes,E5,2016-02-22 10:25:00,Monday,10,42.28544298,-71.13676974
Confidence Games,C6,2016-02-20 18:00:00,Saturday,18,42.33599239,-71.0399363
Motor Vehicle Accident Response,E5,2016-02-21 23:21:00,Sunday,23,42.28642835,-71.15427278
Missing Person Reported,B3,2016-02-20 18:00:00,Saturday,18,42.28431486,-71.07410838
Missing Person Located,B3,2016-02-20 18:00:00,Saturday,18,42.28431486,-71.07410838
Motor Vehicle Accident Response,B3,2016-02-22 11:09:00,Monday,11,42.28264955,-71.08534279
Motor Vehicle Accident Response,E5,2016-02-22 10:39:00,Monday,10,42.29492396,-71.11910662
Motor Vehicle Accident Response,E5,2016-02-22 10:39:00,Monday,10,42.29492396,-71.11910662
Towed,D4,2016-02-22 09:08:00,Monday,9,42.34185163,-71.07157182
Medical Assistance,B2,2016-02-22 09:38:00,Monday,9,42.32249601,-71.0690918
Other,B2,2016-02-22 09:27:00,Monday,9,42.30543493,-71.08057791
Other,E13,2016-02-21 14:30:00,Sunday,14,42.32469443,-71.10087902
Police Service Incidents,A1,2016-02-22 10:51:00,Monday,10,42.35650174,-71.0619996
Larceny,D4,2016-02-19 16:00:00,Friday,16,42.34089472,-71.06892711
Larceny From Motor Vehicle,E13,2016-02-21 11:00:00,Sunday,11,42.3170285,-71.09708312
Medical Assistance,E5,2016-02-22 10:16:00,Monday,10,42.28342716,-71.12422635
Investigate Property,A1,2016-02-22 10:38:00,Monday,10,42.367271,-71.05272807
Other,C11,2016-02-22 08:35:00,Monday,8,42.2899488,-71.06963936
Vandalism,B2,2016-02-22 09:41:00,Monday,9,42.32162821,-71.09460243
Investigate Property,B2,2016-02-22 10:30:00,Monday,10,42.33296171,-71.1104193
Motor Vehicle Accident Response,B2,2016-02-22 10:22:00,Monday,10,42.32866284,-71.08563401
Motor Vehicle Accident Response,B2,2016-02-22 10:22:00,Monday,10,42.32866284,-71.08563401
Residential Burglary,B2,2016-02-19 12:00:00,Friday,12,42.31836105,-71.07106326
Motor Vehicle Accident Response,B3,2016-02-22 09:22:00,Monday,9,42.27246009,-71.10352421
Larceny From Motor Vehicle,E5,2016-02-21 18:30:00,Sunday,18,42.29241702,-71.12352368
Towed,A7,2016-02-22 09:36:00,Monday,9,42.37063654,-71.03793213
Auto Theft,A7,2016-02-21 18:45:00,Sunday,18,42.38258251,-71.04029571
Motor Vehicle Accident Response,D14,2016-02-22 09:08:00,Monday,9,42.3499624,-71.14762531
Motor Vehicle Accident Response,B2,2016-02-22 09:55:00,Monday,9,42.33178186,-71.09718868
Police Service Incidents,C6,2016-02-22 09:27:00,Monday,9,42.33152148,-71.07085307
Medical Assistance,B3,2016-02-22 09:23:00,Monday,9,42.29350272,-71.07344862
Police Service Incidents,D4,2016-02-22 09:09:00,Monday,9,42.34258727,-71.0742004
Larceny,D14,2016-02-20 18:00:00,Saturday,18,42.35386331,-71.13018733
Police Service Incidents,A1,2016-02-22 08:51:00,Monday,8,42.35181078,-71.06422931
Simple Assault,D4,2016-02-22 08:23:00,Monday,8,42.34339388,-71.09849282
Disorderly Conduct,D4,2016-02-22 08:23:00,Monday,8,42.34339388,-71.09849282
Vandalism,C11,2016-02-22 07:56:00,Monday,7,42.28526024,-71.06444063
Simple Assault,C11,2016-02-22 07:56:00,Monday,7,42.28526024,-71.06444063
Motor Vehicle Accident Response,C11,2016-02-22 06:56:00,Monday,6,42.28626592,-71.04799999
Residential Burglary,D4,2016-02-22 08:12:00,Monday,8,42.34262866,-71.08051921
Larceny From Motor Vehicle,E13,2016-02-21 18:00:00,Sunday,18,42.31761197,-71.10739121
Larceny,D4,2016-02-22 09:13:00,Monday,9,42.3505809,-71.08373707
Property Lost,C11,2016-02-20 10:30:00,Saturday,10,42.2898887,-71.04522779
Aggravated Assault,B3,2016-02-22 07:35:00,Monday,7,42.29268711,-71.08038427
Larceny From Motor Vehicle,D4,2016-02-22 09:05:00,Monday,9,42.3505809,-71.08373707
Property Found,B2,2016-02-22 09:00:00,Monday,9,42.33367922,-71.09187755
Motor Vehicle Accident Response,E18,2016-02-22 07:37:00,Monday,7,42.26329093,-71.12564759
Motor Vehicle Accident Response,E18,2016-02-22 07:28:00,Monday,7,42.2533264,-71.12127557
